date,commodity,unit,price
2020-09-09,Henry Hub Natural Gas,$/MMBtu,2.21
2020-09-09,WTI Crude,$/barrel,38.05
2020-09-10,Brent Crude,$/barrel,39.27
2020-09-10,Henry Hub Natural Gas,$/MMBtu,2.13
2020-09-10,WTI Crude,$/barrel,37.25
2020-09-11,Brent Crude,$/barrel,38.8
2020-09-11,Henry Hub Natural Gas,$/MMBtu,1.93
2020-09-11,WTI Crude,$/barrel,37.33
2020-09-14,Brent Crude,$/barrel,38.57
2020-09-14,Henry Hub Natural Gas,$/MMBtu,2.18
2020-09-14,WTI Crude,$/barrel,37.23
2020-09-15,Brent Crude,$/barrel,39.54
2020-09-15,Henry Hub Natural Gas,$/MMBtu,2.19
2020-09-15,WTI Crude,$/barrel,38.29
2020-09-16,Brent Crude,$/barrel,41.23
2020-09-16,Henry Hub Natural Gas,$/MMBtu,2.06
2020-09-16,WTI Crude,$/barrel,40.17
2020-09-17,Brent Crude,$/barrel,42.35
2020-09-17,Henry Hub Natural Gas,$/MMBtu,1.65
2020-09-17,WTI Crude,$/barrel,40.99
2020-09-18,Brent Crude,$/barrel,42.16
2020-09-18,Henry Hub Natural Gas,$/MMBtu,1.56
2020-09-18,WTI Crude,$/barrel,41.09
2020-09-21,Brent Crude,$/barrel,40.37
2020-09-21,Henry Hub Natural Gas,$/MMBtu,1.33
2020-09-21,WTI Crude,$/barrel,39.26
2020-09-22,Brent Crude,$/barrel,40.84
2020-09-22,Henry Hub Natural Gas,$/MMBtu,1.49
2020-09-22,WTI Crude,$/barrel,39.55
2020-09-23,Brent Crude,$/barrel,41.09
2020-09-23,Henry Hub Natural Gas,$/MMBtu,1.74
2020-09-23,WTI Crude,$/barrel,39.92
2020-09-24,Brent Crude,$/barrel,41.24
2020-09-24,Henry Hub Natural Gas,$/MMBtu,1.93
2020-09-24,WTI Crude,$/barrel,40.11
2020-09-25,Brent Crude,$/barrel,40.91
2020-09-25,Henry Hub Natural Gas,$/MMBtu,1.9
2020-09-25,WTI Crude,$/barrel,40.06
2020-09-28,Brent Crude,$/barrel,41.59
2020-09-28,Henry Hub Natural Gas,$/MMBtu,1.83
2020-09-28,WTI Crude,$/barrel,40.47
2020-09-29,Brent Crude,$/barrel,40.33
2020-09-29,Henry Hub Natural Gas,$/MMBtu,1.74
2020-09-29,WTI Crude,$/barrel,39.03
2020-09-30,Brent Crude,$/barrel,40.3
2020-09-30,Henry Hub Natural Gas,$/MMBtu,1.66
2020-09-30,WTI Crude,$/barrel,40.05
2020-10-01,Brent Crude,$/barrel,39.75
2020-10-01,Henry Hub Natural Gas,$/MMBtu,1.6
2020-10-01,WTI Crude,$/barrel,38.51
2020-10-02,Brent Crude,$/barrel,38.0
2020-10-02,Henry Hub Natural Gas,$/MMBtu,1.41
2020-10-02,WTI Crude,$/barrel,36.9
2020-10-05,Brent Crude,$/barrel,39.78
2020-10-05,Henry Hub Natural Gas,$/MMBtu,1.92
2020-10-05,WTI Crude,$/barrel,39.12
2020-10-06,Brent Crude,$/barrel,41.27
2020-10-06,Henry Hub Natural Gas,$/MMBtu,1.86
2020-10-06,WTI Crude,$/barrel,40.52
2020-10-07,Brent Crude,$/barrel,40.62
2020-10-07,Henry Hub Natural Gas,$/MMBtu,2.01
2020-10-07,WTI Crude,$/barrel,39.82
2020-10-08,Brent Crude,$/barrel,42.0
2020-10-08,Henry Hub Natural Gas,$/MMBtu,1.49
2020-10-08,WTI Crude,$/barrel,41.04
2020-10-09,Brent Crude,$/barrel,41.63
2020-10-09,Henry Hub Natural Gas,$/MMBtu,2.25
2020-10-09,WTI Crude,$/barrel,40.44
2020-10-12,Brent Crude,$/barrel,40.5
2020-10-12,Henry Hub Natural Gas,$/MMBtu,2.31
2020-10-12,WTI Crude,$/barrel,39.22
2020-10-13,Brent Crude,$/barrel,41.34
2020-10-13,Henry Hub Natural Gas,$/MMBtu,2.14
2020-10-13,WTI Crude,$/barrel,40.03
2020-10-14,Brent Crude,$/barrel,41.81
2020-10-14,Henry Hub Natural Gas,$/MMBtu,2.02
2020-10-14,WTI Crude,$/barrel,40.86
2020-10-15,Brent Crude,$/barrel,41.61
2020-10-15,Henry Hub Natural Gas,$/MMBtu,2.23
2020-10-15,WTI Crude,$/barrel,40.84
2020-10-16,Brent Crude,$/barrel,41.34
2020-10-16,Henry Hub Natural Gas,$/MMBtu,2.16
2020-10-16,WTI Crude,$/barrel,40.7
2020-10-19,Brent Crude,$/barrel,41.29
2020-10-19,Henry Hub Natural Gas,$/MMBtu,2.3
2020-10-19,WTI Crude,$/barrel,40.69
2020-10-20,Brent Crude,$/barrel,41.62
2020-10-20,Henry Hub Natural Gas,$/MMBtu,2.57
2020-10-20,WTI Crude,$/barrel,41.37
2020-10-21,Brent Crude,$/barrel,40.09
2020-10-21,Henry Hub Natural Gas,$/MMBtu,2.95
2020-10-21,WTI Crude,$/barrel,39.88
2020-10-22,Brent Crude,$/barrel,41.28
2020-10-22,Henry Hub Natural Gas,$/MMBtu,2.99
2020-10-22,WTI Crude,$/barrel,40.46
2020-10-23,Brent Crude,$/barrel,40.71
2020-10-23,Henry Hub Natural Gas,$/MMBtu,2.91
2020-10-23,WTI Crude,$/barrel,39.73
2020-10-26,Brent Crude,$/barrel,39.06
2020-10-26,Henry Hub Natural Gas,$/MMBtu,3.14
2020-10-26,WTI Crude,$/barrel,38.39
2020-10-27,Brent Crude,$/barrel,39.72
2020-10-27,Henry Hub Natural Gas,$/MMBtu,3.07
2020-10-27,WTI Crude,$/barrel,39.34
2020-10-28,Brent Crude,$/barrel,37.86
2020-10-28,Henry Hub Natural Gas,$/MMBtu,3.14
2020-10-28,WTI Crude,$/barrel,37.27
2020-10-29,Brent Crude,$/barrel,36.56
2020-10-29,Henry Hub Natural Gas,$/MMBtu,3.06
2020-10-29,WTI Crude,$/barrel,35.94
2020-10-30,Brent Crude,$/barrel,36.33
2020-10-30,Henry Hub Natural Gas,$/MMBtu,3.03
2020-10-30,WTI Crude,$/barrel,35.64
2020-11-02,Brent Crude,$/barrel,37.78
2020-11-02,Henry Hub Natural Gas,$/MMBtu,3.03
2020-11-02,WTI Crude,$/barrel,36.6
2020-11-03,Brent Crude,$/barrel,38.17
2020-11-03,Henry Hub Natural Gas,$/MMBtu,2.88
2020-11-03,WTI Crude,$/barrel,37.44
2020-11-04,Brent Crude,$/barrel,39.68
2020-11-04,Henry Hub Natural Gas,$/MMBtu,2.63
2020-11-04,WTI Crude,$/barrel,38.97
2020-11-05,Brent Crude,$/barrel,39.47
2020-11-05,Henry Hub Natural Gas,$/MMBtu,2.69
2020-11-05,WTI Crude,$/barrel,38.56
2020-11-06,Brent Crude,$/barrel,38.08
2020-11-06,Henry Hub Natural Gas,$/MMBtu,2.67
2020-11-06,WTI Crude,$/barrel,36.97
2020-11-09,Brent Crude,$/barrel,40.93
2020-11-09,Henry Hub Natural Gas,$/MMBtu,2.63
2020-11-09,WTI Crude,$/barrel,40.05
2020-11-10,Brent Crude,$/barrel,42.25
2020-11-10,Henry Hub Natural Gas,$/MMBtu,2.74
2020-11-10,WTI Crude,$/barrel,41.18
2020-11-11,Brent Crude,$/barrel,42.5
2020-11-11,Henry Hub Natural Gas,$/MMBtu,2.75
2020-11-11,WTI Crude,$/barrel,41.23
2020-11-12,Brent Crude,$/barrel,42.16
2020-11-12,Henry Hub Natural Gas,$/MMBtu,2.81
2020-11-12,WTI Crude,$/barrel,40.9
2020-11-13,Brent Crude,$/barrel,41.51
2020-11-13,Henry Hub Natural Gas,$/MMBtu,2.82
2020-11-13,WTI Crude,$/barrel,39.93
2020-11-16,Brent Crude,$/barrel,42.71
2020-11-16,Henry Hub Natural Gas,$/MMBtu,2.62
2020-11-16,WTI Crude,$/barrel,41.14
2020-11-17,Brent Crude,$/barrel,42.54
2020-11-17,Henry Hub Natural Gas,$/MMBtu,2.55
2020-11-17,WTI Crude,$/barrel,41.24
2020-11-18,Brent Crude,$/barrel,42.91
2020-11-18,Henry Hub Natural Gas,$/MMBtu,2.37
2020-11-18,WTI Crude,$/barrel,41.64
2020-11-19,Brent Crude,$/barrel,43.09
2020-11-19,Henry Hub Natural Gas,$/MMBtu,2.19
2020-11-19,WTI Crude,$/barrel,41.57
2020-11-20,Brent Crude,$/barrel,43.79
2020-11-20,Henry Hub Natural Gas,$/MMBtu,2.22
2020-11-20,WTI Crude,$/barrel,41.99
2020-11-23,Brent Crude,$/barrel,45.0
2020-11-23,Henry Hub Natural Gas,$/MMBtu,2.23
2020-11-23,WTI Crude,$/barrel,42.91
2020-11-24,Brent Crude,$/barrel,46.63
2020-11-24,Henry Hub Natural Gas,$/MMBtu,2.47
2020-11-24,WTI Crude,$/barrel,44.71
2020-11-25,Brent Crude,$/barrel,47.3
2020-11-25,Henry Hub Natural Gas,$/MMBtu,2.47
2020-11-25,WTI Crude,$/barrel,45.58
2020-11-26,Brent Crude,$/barrel,46.32
2020-11-27,Brent Crude,$/barrel,46.88
2020-11-30,Brent Crude,$/barrel,46.84
2020-11-30,Henry Hub Natural Gas,$/MMBtu,2.89
2020-11-30,WTI Crude,$/barrel,45.2
2020-12-01,Brent Crude,$/barrel,47.03
2020-12-01,Henry Hub Natural Gas,$/MMBtu,2.89
2020-12-01,WTI Crude,$/barrel,44.54
2020-12-02,Brent Crude,$/barrel,47.8
2020-12-02,Henry Hub Natural Gas,$/MMBtu,2.75
2020-12-02,WTI Crude,$/barrel,45.23
2020-12-03,Brent Crude,$/barrel,48.37
2020-12-03,Henry Hub Natural Gas,$/MMBtu,2.46
2020-12-03,WTI Crude,$/barrel,45.65
2020-12-04,Brent Crude,$/barrel,49.1
2020-12-04,Henry Hub Natural Gas,$/MMBtu,2.48
2020-12-04,WTI Crude,$/barrel,46.23
2020-12-07,Brent Crude,$/barrel,48.63
2020-12-07,Henry Hub Natural Gas,$/MMBtu,2.39
2020-12-07,WTI Crude,$/barrel,45.72
2020-12-08,Brent Crude,$/barrel,48.84
2020-12-08,Henry Hub Natural Gas,$/MMBtu,2.36
2020-12-08,WTI Crude,$/barrel,45.64
2020-12-09,Brent Crude,$/barrel,48.81
2020-12-09,Henry Hub Natural Gas,$/MMBtu,2.45
2020-12-09,WTI Crude,$/barrel,45.48
2020-12-10,Brent Crude,$/barrel,50.33
2020-12-10,Henry Hub Natural Gas,$/MMBtu,2.45
2020-12-10,WTI Crude,$/barrel,46.76
2020-12-11,Brent Crude,$/barrel,50.01
2020-12-11,Henry Hub Natural Gas,$/MMBtu,2.54
2020-12-11,WTI Crude,$/barrel,46.59
2020-12-14,Brent Crude,$/barrel,50.27
2020-12-14,Henry Hub Natural Gas,$/MMBtu,2.69
2020-12-14,WTI Crude,$/barrel,47.02
2020-12-15,Brent Crude,$/barrel,50.77
2020-12-15,Henry Hub Natural Gas,$/MMBtu,2.63
2020-12-15,WTI Crude,$/barrel,47.58
2020-12-16,Brent Crude,$/barrel,50.83
2020-12-16,Henry Hub Natural Gas,$/MMBtu,2.73
2020-12-16,WTI Crude,$/barrel,47.86
2020-12-17,Brent Crude,$/barrel,51.2
2020-12-17,Henry Hub Natural Gas,$/MMBtu,2.7
2020-12-17,WTI Crude,$/barrel,48.34
2020-12-18,Brent Crude,$/barrel,52.17
2020-12-18,Henry Hub Natural Gas,$/MMBtu,2.73
2020-12-18,WTI Crude,$/barrel,49.04
2020-12-21,Brent Crude,$/barrel,50.61
2020-12-21,Henry Hub Natural Gas,$/MMBtu,2.68
2020-12-21,WTI Crude,$/barrel,47.79
2020-12-22,Brent Crude,$/barrel,49.88
2020-12-22,Henry Hub Natural Gas,$/MMBtu,2.76
2020-12-22,WTI Crude,$/barrel,47.02
2020-12-23,Brent Crude,$/barrel,51.05
2020-12-23,Henry Hub Natural Gas,$/MMBtu,2.76
2020-12-23,WTI Crude,$/barrel,47.94
2020-12-24,Brent Crude,$/barrel,50.88
2020-12-24,Henry Hub Natural Gas,$/MMBtu,2.68
2020-12-24,WTI Crude,$/barrel,48.18
2020-12-28,Brent Crude,$/barrel,50.88
2020-12-28,Henry Hub Natural Gas,$/MMBtu,2.39
2020-12-28,WTI Crude,$/barrel,47.5
2020-12-29,Brent Crude,$/barrel,50.44
2020-12-29,Henry Hub Natural Gas,$/MMBtu,2.4
2020-12-29,WTI Crude,$/barrel,47.85
2020-12-30,Brent Crude,$/barrel,50.74
2020-12-30,Henry Hub Natural Gas,$/MMBtu,2.36
2020-12-30,WTI Crude,$/barrel,48.24
2020-12-31,Brent Crude,$/barrel,51.22
2020-12-31,Henry Hub Natural Gas,$/MMBtu,2.39
2020-12-31,WTI Crude,$/barrel,48.35
2021-01-04,Brent Crude,$/barrel,50.37
2021-01-04,Henry Hub Natural Gas,$/MMBtu,2.6
2021-01-04,WTI Crude,$/barrel,47.47
2021-01-05,Brent Crude,$/barrel,53.16
2021-01-05,Henry Hub Natural Gas,$/MMBtu,2.77
2021-01-05,WTI Crude,$/barrel,49.78
2021-01-06,Brent Crude,$/barrel,53.8
2021-01-06,Henry Hub Natural Gas,$/MMBtu,2.76
2021-01-06,WTI Crude,$/barrel,50.45
2021-01-07,Brent Crude,$/barrel,53.7
2021-01-07,Henry Hub Natural Gas,$/MMBtu,2.81
2021-01-07,WTI Crude,$/barrel,50.63
2021-01-08,Brent Crude,$/barrel,55.51
2021-01-08,Henry Hub Natural Gas,$/MMBtu,2.77
2021-01-08,WTI Crude,$/barrel,52.14
2021-01-11,Brent Crude,$/barrel,54.84
2021-01-11,Henry Hub Natural Gas,$/MMBtu,2.71
2021-01-11,WTI Crude,$/barrel,52.15
2021-01-12,Brent Crude,$/barrel,55.98
2021-01-12,Henry Hub Natural Gas,$/MMBtu,2.89
2021-01-12,WTI Crude,$/barrel,53.08
2021-01-13,Brent Crude,$/barrel,55.52
2021-01-13,Henry Hub Natural Gas,$/MMBtu,2.82
2021-01-13,WTI Crude,$/barrel,52.81
2021-01-14,Brent Crude,$/barrel,55.76
2021-01-14,Henry Hub Natural Gas,$/MMBtu,2.82
2021-01-14,WTI Crude,$/barrel,53.47
2021-01-15,Brent Crude,$/barrel,54.8
2021-01-15,Henry Hub Natural Gas,$/MMBtu,2.86
2021-01-15,WTI Crude,$/barrel,52.25
2021-01-18,Brent Crude,$/barrel,54.21
2021-01-19,Brent Crude,$/barrel,55.38
2021-01-19,Henry Hub Natural Gas,$/MMBtu,2.65
2021-01-19,WTI Crude,$/barrel,52.87
2021-01-20,Brent Crude,$/barrel,55.66
2021-01-20,Henry Hub Natural Gas,$/MMBtu,2.57
2021-01-20,WTI Crude,$/barrel,53.16
2021-01-21,Brent Crude,$/barrel,55.68
2021-01-21,Henry Hub Natural Gas,$/MMBtu,2.49
2021-01-21,WTI Crude,$/barrel,53.0
2021-01-22,Brent Crude,$/barrel,55.22
2021-01-22,Henry Hub Natural Gas,$/MMBtu,2.45
2021-01-22,WTI Crude,$/barrel,52.28
2021-01-25,Brent Crude,$/barrel,55.44
2021-01-25,Henry Hub Natural Gas,$/MMBtu,2.63
2021-01-25,WTI Crude,$/barrel,52.78
2021-01-26,Brent Crude,$/barrel,55.26
2021-01-26,Henry Hub Natural Gas,$/MMBtu,2.73
2021-01-26,WTI Crude,$/barrel,52.61
2021-01-27,Brent Crude,$/barrel,55.07
2021-01-27,Henry Hub Natural Gas,$/MMBtu,2.77
2021-01-27,WTI Crude,$/barrel,52.81
2021-01-28,Brent Crude,$/barrel,54.87
2021-01-28,Henry Hub Natural Gas,$/MMBtu,2.76
2021-01-28,WTI Crude,$/barrel,52.26
2021-01-29,Brent Crude,$/barrel,55.25
2021-01-29,Henry Hub Natural Gas,$/MMBtu,2.68
2021-01-29,WTI Crude,$/barrel,52.16
2021-02-01,Brent Crude,$/barrel,56.42
2021-02-01,Henry Hub Natural Gas,$/MMBtu,2.88
2021-02-01,WTI Crude,$/barrel,53.55
2021-02-02,Brent Crude,$/barrel,57.62
2021-02-02,Henry Hub Natural Gas,$/MMBtu,3.24
2021-02-02,WTI Crude,$/barrel,54.77
2021-02-03,Brent Crude,$/barrel,58.61
2021-02-03,Henry Hub Natural Gas,$/MMBtu,3.01
2021-02-03,WTI Crude,$/barrel,55.67
2021-02-04,Brent Crude,$/barrel,58.98
2021-02-04,Henry Hub Natural Gas,$/MMBtu,2.99
2021-02-04,WTI Crude,$/barrel,56.19
2021-02-05,Brent Crude,$/barrel,59.48
2021-02-05,Henry Hub Natural Gas,$/MMBtu,3.49
2021-02-05,WTI Crude,$/barrel,56.8
2021-02-08,Brent Crude,$/barrel,60.17
2021-02-08,Henry Hub Natural Gas,$/MMBtu,3.4
2021-02-08,WTI Crude,$/barrel,57.95
2021-02-09,Brent Crude,$/barrel,60.74
2021-02-09,Henry Hub Natural Gas,$/MMBtu,3.35
2021-02-09,WTI Crude,$/barrel,58.34
2021-02-10,Brent Crude,$/barrel,61.17
2021-02-10,Henry Hub Natural Gas,$/MMBtu,3.76
2021-02-10,WTI Crude,$/barrel,58.69
2021-02-11,Brent Crude,$/barrel,61.09
2021-02-11,Henry Hub Natural Gas,$/MMBtu,6.5
2021-02-11,WTI Crude,$/barrel,58.22
2021-02-12,Brent Crude,$/barrel,62.47
2021-02-12,Henry Hub Natural Gas,$/MMBtu,6.12
2021-02-12,WTI Crude,$/barrel,59.5
2021-02-15,Brent Crude,$/barrel,63.58
2021-02-16,Brent Crude,$/barrel,63.96
2021-02-16,Henry Hub Natural Gas,$/MMBtu,11.32
2021-02-16,WTI Crude,$/barrel,60.07
2021-02-17,Brent Crude,$/barrel,65.02
2021-02-17,Henry Hub Natural Gas,$/MMBtu,23.86
2021-02-17,WTI Crude,$/barrel,61.09
2021-02-18,Brent Crude,$/barrel,64.09
2021-02-18,Henry Hub Natural Gas,$/MMBtu,8.56
2021-02-18,WTI Crude,$/barrel,60.4
2021-02-19,Brent Crude,$/barrel,62.84
2021-02-19,Henry Hub Natural Gas,$/MMBtu,4.96
2021-02-19,WTI Crude,$/barrel,59.12
2021-02-22,Brent Crude,$/barrel,64.73
2021-02-22,Henry Hub Natural Gas,$/MMBtu,3.16
2021-02-22,WTI Crude,$/barrel,61.67
2021-02-23,Brent Crude,$/barrel,65.16
2021-02-23,Henry Hub Natural Gas,$/MMBtu,2.94
2021-02-23,WTI Crude,$/barrel,61.66
2021-02-24,Brent Crude,$/barrel,66.85
2021-02-24,Henry Hub Natural Gas,$/MMBtu,2.8
2021-02-24,WTI Crude,$/barrel,63.21
2021-02-25,Brent Crude,$/barrel,66.69
2021-02-25,Henry Hub Natural Gas,$/MMBtu,2.72
2021-02-25,WTI Crude,$/barrel,63.43
2021-02-26,Brent Crude,$/barrel,65.86
2021-02-26,Henry Hub Natural Gas,$/MMBtu,2.66
2021-02-26,WTI Crude,$/barrel,61.55
2021-03-01,Brent Crude,$/barrel,64.56
2021-03-01,Henry Hub Natural Gas,$/MMBtu,2.7
2021-03-01,WTI Crude,$/barrel,60.54
2021-03-02,Brent Crude,$/barrel,63.17
2021-03-02,Henry Hub Natural Gas,$/MMBtu,2.87
2021-03-02,WTI Crude,$/barrel,59.7
2021-03-03,Brent Crude,$/barrel,64.7
2021-03-03,Henry Hub Natural Gas,$/MMBtu,2.86
2021-03-03,WTI Crude,$/barrel,61.33
2021-03-04,Brent Crude,$/barrel,67.32
2021-03-04,Henry Hub Natural Gas,$/MMBtu,2.79
2021-03-04,WTI Crude,$/barrel,63.81
2021-03-05,Brent Crude,$/barrel,69.95
2021-03-05,Henry Hub Natural Gas,$/MMBtu,2.72
2021-03-05,WTI Crude,$/barrel,66.08
2021-03-08,Brent Crude,$/barrel,68.0
2021-03-08,Henry Hub Natural Gas,$/MMBtu,2.67
2021-03-08,WTI Crude,$/barrel,65.03
2021-03-09,Brent Crude,$/barrel,67.03
2021-03-09,Henry Hub Natural Gas,$/MMBtu,2.62
2021-03-09,WTI Crude,$/barrel,64.02
2021-03-10,Brent Crude,$/barrel,67.53
2021-03-10,Henry Hub Natural Gas,$/MMBtu,2.62
2021-03-10,WTI Crude,$/barrel,64.45
2021-03-11,Brent Crude,$/barrel,69.34
2021-03-11,Henry Hub Natural Gas,$/MMBtu,2.7
2021-03-11,WTI Crude,$/barrel,66.02
2021-03-12,Brent Crude,$/barrel,68.87
2021-03-12,Henry Hub Natural Gas,$/MMBtu,2.65
2021-03-12,WTI Crude,$/barrel,65.59
2021-03-15,Brent Crude,$/barrel,68.78
2021-03-15,Henry Hub Natural Gas,$/MMBtu,2.58
2021-03-15,WTI Crude,$/barrel,65.36
2021-03-16,Brent Crude,$/barrel,67.95
2021-03-16,Henry Hub Natural Gas,$/MMBtu,2.5
2021-03-16,WTI Crude,$/barrel,64.82
2021-03-17,Brent Crude,$/barrel,67.73
2021-03-17,Henry Hub Natural Gas,$/MMBtu,2.6
2021-03-17,WTI Crude,$/barrel,64.55
2021-03-18,Brent Crude,$/barrel,62.11
2021-03-18,Henry Hub Natural Gas,$/MMBtu,2.45
2021-03-18,WTI Crude,$/barrel,59.95
2021-03-19,Brent Crude,$/barrel,64.0
2021-03-19,Henry Hub Natural Gas,$/MMBtu,2.53
2021-03-19,WTI Crude,$/barrel,61.43
2021-03-22,Brent Crude,$/barrel,63.89
2021-03-22,Henry Hub Natural Gas,$/MMBtu,2.55
2021-03-22,WTI Crude,$/barrel,61.48
2021-03-23,Brent Crude,$/barrel,59.96
2021-03-23,Henry Hub Natural Gas,$/MMBtu,2.56
2021-03-23,WTI Crude,$/barrel,57.75
2021-03-24,Brent Crude,$/barrel,63.7
2021-03-24,Henry Hub Natural Gas,$/MMBtu,2.56
2021-03-24,WTI Crude,$/barrel,61.12
2021-03-25,Brent Crude,$/barrel,61.21
2021-03-25,Henry Hub Natural Gas,$/MMBtu,2.52
2021-03-25,WTI Crude,$/barrel,58.47
2021-03-26,Brent Crude,$/barrel,63.77
2021-03-26,Henry Hub Natural Gas,$/MMBtu,2.52
2021-03-26,WTI Crude,$/barrel,60.93
2021-03-29,Brent Crude,$/barrel,64.06
2021-03-29,Henry Hub Natural Gas,$/MMBtu,2.58
2021-03-29,WTI Crude,$/barrel,61.49
2021-03-30,Brent Crude,$/barrel,63.28
2021-03-30,Henry Hub Natural Gas,$/MMBtu,2.55
2021-03-30,WTI Crude,$/barrel,60.55
2021-03-31,Brent Crude,$/barrel,63.52
2021-03-31,Henry Hub Natural Gas,$/MMBtu,2.52
2021-03-31,WTI Crude,$/barrel,59.19
2021-04-01,Brent Crude,$/barrel,63.85
2021-04-01,Henry Hub Natural Gas,$/MMBtu,2.52
2021-04-01,WTI Crude,$/barrel,61.41
2021-04-05,Henry Hub Natural Gas,$/MMBtu,2.43
2021-04-05,WTI Crude,$/barrel,58.73
2021-04-06,Brent Crude,$/barrel,61.47
2021-04-06,Henry Hub Natural Gas,$/MMBtu,2.44
2021-04-06,WTI Crude,$/barrel,59.34
2021-04-07,Brent Crude,$/barrel,61.86
2021-04-07,Henry Hub Natural Gas,$/MMBtu,2.43
2021-04-07,WTI Crude,$/barrel,59.77
2021-04-08,Brent Crude,$/barrel,62.09
2021-04-08,Henry Hub Natural Gas,$/MMBtu,2.47
2021-04-08,WTI Crude,$/barrel,59.61
2021-04-09,Brent Crude,$/barrel,61.89
2021-04-09,Henry Hub Natural Gas,$/MMBtu,2.48
2021-04-09,WTI Crude,$/barrel,59.29
2021-04-12,Brent Crude,$/barrel,62.38
2021-04-12,Henry Hub Natural Gas,$/MMBtu,2.5
2021-04-12,WTI Crude,$/barrel,59.7
2021-04-13,Brent Crude,$/barrel,62.83
2021-04-13,Henry Hub Natural Gas,$/MMBtu,2.57
2021-04-13,WTI Crude,$/barrel,60.2
2021-04-14,Brent Crude,$/barrel,66.11
2021-04-14,Henry Hub Natural Gas,$/MMBtu,2.65
2021-04-14,WTI Crude,$/barrel,63.15
2021-04-15,Brent Crude,$/barrel,66.13
2021-04-15,Henry Hub Natural Gas,$/MMBtu,2.62
2021-04-15,WTI Crude,$/barrel,63.42
2021-04-16,Brent Crude,$/barrel,65.98
2021-04-16,Henry Hub Natural Gas,$/MMBtu,2.63
2021-04-16,WTI Crude,$/barrel,63.16
2021-04-19,Brent Crude,$/barrel,66.54
2021-04-19,Henry Hub Natural Gas,$/MMBtu,2.75
2021-04-19,WTI Crude,$/barrel,63.33
2021-04-20,Brent Crude,$/barrel,65.34
2021-04-20,Henry Hub Natural Gas,$/MMBtu,2.76
2021-04-20,WTI Crude,$/barrel,62.61
2021-04-21,Brent Crude,$/barrel,64.02
2021-04-21,Henry Hub Natural Gas,$/MMBtu,2.72
2021-04-21,WTI Crude,$/barrel,61.34
2021-04-22,Brent Crude,$/barrel,65.07
2021-04-22,Henry Hub Natural Gas,$/MMBtu,2.77
2021-04-22,WTI Crude,$/barrel,61.45
2021-04-23,Brent Crude,$/barrel,65.75
2021-04-23,Henry Hub Natural Gas,$/MMBtu,2.79
2021-04-23,WTI Crude,$/barrel,62.18
2021-04-26,Brent Crude,$/barrel,65.5
2021-04-26,Henry Hub Natural Gas,$/MMBtu,2.73
2021-04-26,WTI Crude,$/barrel,62.02
2021-04-27,Brent Crude,$/barrel,66.25
2021-04-27,Henry Hub Natural Gas,$/MMBtu,2.91
2021-04-27,WTI Crude,$/barrel,63.03
2021-04-28,Brent Crude,$/barrel,67.08
2021-04-28,Henry Hub Natural Gas,$/MMBtu,2.98
2021-04-28,WTI Crude,$/barrel,63.81
2021-04-29,Brent Crude,$/barrel,68.26
2021-04-29,Henry Hub Natural Gas,$/MMBtu,2.91
2021-04-29,WTI Crude,$/barrel,65.0
2021-04-30,Brent Crude,$/barrel,67.73
2021-04-30,Henry Hub Natural Gas,$/MMBtu,2.86
2021-04-30,WTI Crude,$/barrel,63.5
2021-05-03,Henry Hub Natural Gas,$/MMBtu,2.96
2021-05-03,WTI Crude,$/barrel,64.46
2021-05-04,Brent Crude,$/barrel,68.91
2021-05-04,Henry Hub Natural Gas,$/MMBtu,3.0
2021-05-04,WTI Crude,$/barrel,65.72
2021-05-05,Brent Crude,$/barrel,69.71
2021-05-05,Henry Hub Natural Gas,$/MMBtu,2.99
2021-05-05,WTI Crude,$/barrel,65.63
2021-05-06,Brent Crude,$/barrel,68.62
2021-05-06,Henry Hub Natural Gas,$/MMBtu,2.9
2021-05-06,WTI Crude,$/barrel,64.73
2021-05-07,Brent Crude,$/barrel,68.73
2021-05-07,Henry Hub Natural Gas,$/MMBtu,2.9
2021-05-07,WTI Crude,$/barrel,64.96
2021-05-10,Brent Crude,$/barrel,68.61
2021-05-10,Henry Hub Natural Gas,$/MMBtu,2.93
2021-05-10,WTI Crude,$/barrel,64.92
2021-05-11,Brent Crude,$/barrel,68.83
2021-05-11,Henry Hub Natural Gas,$/MMBtu,2.91
2021-05-11,WTI Crude,$/barrel,65.31
2021-05-12,Brent Crude,$/barrel,69.62
2021-05-12,Henry Hub Natural Gas,$/MMBtu,2.91
2021-05-12,WTI Crude,$/barrel,65.96
2021-05-13,Brent Crude,$/barrel,67.36
2021-05-13,Henry Hub Natural Gas,$/MMBtu,2.95
2021-05-13,WTI Crude,$/barrel,63.82
2021-05-14,Brent Crude,$/barrel,69.24
2021-05-14,Henry Hub Natural Gas,$/MMBtu,2.95
2021-05-14,WTI Crude,$/barrel,65.32
2021-05-17,Brent Crude,$/barrel,69.62
2021-05-17,Henry Hub Natural Gas,$/MMBtu,2.99
2021-05-17,WTI Crude,$/barrel,66.24
2021-05-18,Brent Crude,$/barrel,69.01
2021-05-18,Henry Hub Natural Gas,$/MMBtu,2.96
2021-05-18,WTI Crude,$/barrel,65.49
2021-05-19,Brent Crude,$/barrel,66.88
2021-05-19,Henry Hub Natural Gas,$/MMBtu,2.88
2021-05-19,WTI Crude,$/barrel,63.28
2021-05-20,Brent Crude,$/barrel,65.18
